0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
12,0.438853417,0.265702274,0.180837223,0.254919037,0.016433588,0.070786897,0.606709473,0.203628171,0.111371317,-0.050056147,0.365047858,0.262722936,1,0.063990555,0.126815193,0.131444435,0.354827973,0.271736474,0.074825854,0.047861814,0.029890403,0.14416886,0.194535418,-0.030333782,0.194103721,0.099132503,0.191213142,0.209734138,0.304598271
13,0.134778207,0.40620661,0.022586139,0.17864828,0.157562106,0.451269737,0.126476426,0.119461991,0.001054885,0.314341067,0.177332444,0.045224352,0.063990555,1,0.049684688,0.071307979,0.097832124,0.120741134,0.184090266,0.37541411,0.199919503,-0.020559464,0.132292529,0.314732126,0.036659842,0.251526978,0.199338483,0.125307721,0.016328264
14,0.153110695,0.053542401,-0.0047433,0.223129558,-0.089138045,0.039932959,0.098051359,0.069252146,-0.150401598,-0.039996179,-0.059628242,0.045738303,0.126815193,0.049684688,1,-0.001573803,0.169187673,0.014389283,-0.014642092,0.060359772,0.002952646,0.017336812,-0.056125786,-0.063113963,0.044863254,0.080644074,0.021886688,0.295176145,-0.024361071
15,0.444044482,0.474392899,0.453973469,0.220497983,-0.011721944,0.233414294,0.219184757,0.404614381,-0.016614259,-0.027522354,0.294448799,-0.006826274,0.131444435,0.071307979,-0.001573803,1,0.028465401,0.471944729,0.45147227,0.028201131,0.424258463,0.238050231,0.056027716,-0.019438057,0.235019934,0.175842584,0.229642232,0.400599266,0.112903254
16,0.189030059,0.065535723,-0.026659433,0.404123526,0.015220412,0.166414303,0.464446556,0.191768329,-0.04222575,0.099666056,0.503655127,0.363164033,0.354827973,0.097832124,0.169187673,0.028465401,1,0.109345708,0.047962381,0.081607694,0.003294206,-0.02316621,0.333153075,0.260614429,0.085617832,0.167580115,0.031657828,0.201295379,0.138360713
17,0.504227747,0.373836093,0.436600538,0.213987599,-0.023662432,0.134193215,0.328539482,0.239881714,-0.012693166,-0.009475242,0.394746564,0.135101046,0.271736474,0.120741134,0.014389283,0.471944729,0.109345708,1,0.242905533,0.024987281,0.189518749,0.324705167,0.029007473,-0.057188851,0.316947592,0.105709978,0.289532602,0.229076292,0.102140009
18,0.212086818,0.313750491,0.211244329,0.30393847,-0.042847095,0.50120695,0.256265464,0.372413166,-0.000671035,0.104498858,0.117887368,0.008278936,0.074825854,0.184090266,-0.014642092,0.45147227,0.047962381,0.242905533,1,0.12462442,0.368581956,-0.006590229,-0.001330677,0.05904615,0.19341888,0.213344269,0.146746448,0.182104418,-0.014553833
19,0.16633089,0.336379018,-0.04217247,0.202171008,0.376531077,0.335301307,0.118319898,0.080107428,-0.055432565,0.416689374,0.035197015,-0.00702671,0.047861814,0.37541411,0.060359772,0.028201131,0.081607694,0.024987281,0.12462442,1,0.249927865,0.058673148,0.117276751,0.333300744,0.074853476,0.348871775,0.16085204,0.140178489,0.13814333
20,0.191538024,0.371621939,0.216248606,0.131498863,0.099615034,0.362184024,0.103996892,0.297787363,0.012810723,0.138102851,0.143587946,0.038756591,0.029890403,0.199919503,0.002952646,0.424258463,0.003294206,0.189518749,0.368581956,0.249927865,1,0.085869178,0.045397032,0.141055294,0.084221617,0.309299774,0.170207452,0.391152152,0.069152243
21,0.37421675,0.371128585,0.290657647,0.025791534,-0.014431952,-0.028855772,0.09353954,0.121994843,-0.02695921,-0.008394791,0.233674801,0.009090703,0.14416886,-0.020559464,0.017336812,0.238050231,-0.02316621,0.324705167,-0.006590229,0.058673148,0.085869178,1,-0.039978542,-0.058433911,0.362263497,0.087870281,0.192573431,0.223953361,0.175991755
22,0.105819168,0.071931947,-0.018504027,0.106114342,0.325953302,0.011871261,0.267725069,0.053006316,0.165445908,0.014612878,0.181859538,0.469624103,0.194535418,0.132292529,-0.056125786,0.056027716,0.333153075,0.029007473,-0.001330677,0.117276751,0.045397032,-0.039978542,1,0.239839696,-0.013395192,0.090500954,0.090226591,0.053473888,0.437199055
23,0.001376163,0.128253834,-0.101720772,0.077131736,0.348167666,0.271969478,0.059927476,0.083180992,-0.074892345,0.564962416,0.165997314,0.084365648,-0.030333782,0.314732126,-0.063113963,-0.019438057,0.260614429,-0.057188851,0.05904615,0.333300744,0.141055294,-0.058433911,0.239839696,1,-0.028527167,0.133107764,0.080539144,-0.030443804,0.060365169
24,0.424673016,0.272492362,0.10696455,0.216732348,-0.055938508,0.101913642,0.249577524,0.266862691,-0.04102136,-0.009160005,0.232159384,0.082534645,0.194103721,0.036659842,0.044863254,0.235019934,0.085617832,0.316947592,0.19341888,0.074853476,0.084221617,0.362263497,-0.013395192,-0.028527167,1,0.13436496,0.213809073,0.151389585,0.092790801
25,0.317038604,0.384869171,0.039567786,0.392653498,-0.000365488,0.338112799,0.299459397,0.422263906,-0.103979592,0.124754766,0.087417947,0.137663823,0.099132503,0.251526978,0.080644074,0.175842584,0.167580115,0.105709978,0.213344269,0.348871775,0.309299774,0.087870281,0.090500954,0.133107764,0.13436496,1,0.104668275,0.377169542,0.0324737
26,0.364994689,0.491785066,0.450327842,0.108110518,0.075599498,0.150482734,0.145777404,0.125194669,0.040335489,0.156312501,0.499768143,0.176898934,0.191213142,0.199338483,0.021886688,0.229642232,0.031657828,0.289532602,0.146746448,0.16085204,0.170207452,0.192573431,0.090226591,0.080539144,0.213809073,0.104668275,1,-0.009487041,0.088653933
27,0.353567213,0.364086941,0.061485291,0.3900123,-0.104558349,0.247680821,0.343797921,0.381183313,-0.057227679,-0.065099542,0.102079896,0.063537724,0.209734138,0.125307721,0.295176145,0.400599266,0.201295379,0.229076292,0.182104418,0.140178489,0.391152152,0.223953361,0.053473888,-0.030443804,0.151389585,0.377169542,-0.009487041,1,0.044081892
28,0.16971346,0.130432083,0.098264977,0.044680879,0.344353227,-0.039995629,0.230145703,0.053506828,0.161756126,0.002190114,0.155672109,0.259178292,0.304598271,0.016328264,-0.024361071,0.112903254,0.138360713,0.102140009,-0.014553833,0.13814333,0.069152243,0.175991755,0.437199055,0.060365169,0.092790801,0.0324737,0.088653933,0.044081892,1
